_index,_type,_id,_score,_source.id,_source.names.en,_source.names.vi,_source.names.fr,_source.types,_source.weight,_source.source,_source.name,_source.indexed,_source.names.de,_source.synonyms.en
profession-test,_doc,home_health_aide,0.043408982,home_health_aide,Home Health Aide,Aide Trang chủ Sức khỏe,Aide Accueil Santé,job title,10,category-test,Home Health Aide,1652175109649,,
profession-test,_doc,home_health_nurse,0.043408982,home_health_nurse,Home Health Nurse,Trang chủ Y Tá Y Tế,Accueil infirmière en santé,job title,10,category-test,Home Health Nurse,1652175109649,,
profession-test,_doc,certified_medical_assistant,0.043408982,certified_medical_assistant,Certified Medical Assistant,Trợ lý y tế chứng nhận,Assistant médical certifié,job title,10,category-test,Certified Medical Assistant,1652175109649,,
profession-test,_doc,certified_nursing_assistant,0.043408982,certified_nursing_assistant,Certified Nursing Assistant,Trợ lý Điều dưỡng chứng nhận,Infirmier auxiliaire autorisé,job title,10,category-test,Certified Nursing Assistant,1652175109649,,
profession-test,_doc,certified_public_accountant,0.043408982,certified_public_accountant,Certified Public Accountant,Kế toán công chứng,Expert-comptable,job title,10,category-test,Certified Public Accountant,1652175109649,,
profession-test,_doc,chemist,0.043408982,chemist,Chemist,Nhà hóa học,Chimiste,job title,10,category-test,Chemist,1652175109649,,
profession-test,_doc,chief_executive_officer,0.043408982,chief_executive_officer,Chief Executive Officer,Giám đốc điều hành,Directeur Général,job title,10,category-test,Chief Executive Officer,1652175109649,,
profession-test,_doc,chief_financial_officer,0.043408982,chief_financial_officer,Chief Financial Officer,Giám đốc tài chính,Directeur financier,job title,10,category-test,Chief Financial Officer,1652175109649,,
profession-test,_doc,chief_information_officer,0.043408982,chief_information_officer,Chief Information Officer,Giám đốc Thông tin,Chief Information Officer,job title,10,category-test,Chief Information Officer,1652175109649,,
profession-test,_doc,chief_marketing_officer,0.043408982,chief_marketing_officer,Chief Marketing Officer,Trưởng phòng Marketing,Directeur du marketing,job title,10,category-test,Chief Marketing Officer,1652175109649,,
profession-test,_doc,chief_of_staff,0.043408982,chief_of_staff,Chief Of Staff,Chánh văn phòng,Chef d'équipe,job title,10,category-test,Chief Of Staff,1652175109649,,
profession-test,_doc,chief_operating_officer,0.043408982,chief_operating_officer,Chief Operating Officer,Giám đốc vận hành,Directeur de l'operation,job title,10,category-test,Chief Operating Officer,1652175109649,,
profession-test,_doc,chief_technology_officer,0.043408982,chief_technology_officer,Chief Technology Officer,Giám đốc Công nghệ,Directeur de la technologie,job title,10,category-test,Chief Technology Officer,1652175109649,,
profession-test,_doc,civil_engineer,0.043408982,civil_engineer,Civil Engineer,Kỹ sư xây dựng,Ingénieur civil,job title,10,category-test,Civil Engineer,1652175109649,,
profession-test,_doc,civil_servant,0.043408982,civil_servant,Civil Servant,Công chức,Fonctionnaire d'Etat,job title,10,category-test,Civil Servant,1652175109649,,
profession-test,_doc,cleaner,0.043408982,cleaner,Cleaner,Sạch hơn,Nettoyeur,job title,10,category-test,Cleaner,1652175109649,,
profession-test,_doc,clerk,0.043408982,clerk,Clerk,Nhân viên bán hàng,Employé de bureau,job title,10,category-test,Clerk,1652175109649,,
profession-test,_doc,client_service_representative,0.043408982,client_service_representative,Client Service Representative,Đại diện dịch vụ khách hàng,Représentant service à la clientèle,job title,10,category-test,Client Service Representative,1652175109649,,
profession-test,_doc,client_services_manager,0.043408982,client_services_manager,Client Services Manager,Dịch vụ Quản lý Khách hàng,Directeur des Services à la clientèle,job title,10,category-test,Client Services Manager,1652175109649,,
profession-test,_doc,clinical_research_associate,0.043408982,clinical_research_associate,Clinical Research Associate,Chuyên viên nghiên cứu lâm sàng,Associé de recherche clinique,job title,10,category-test,Clinical Research Associate,1652175109649,,
profession-test,_doc,clinical_research_coordinator,0.043408982,clinical_research_coordinator,Clinical Research Coordinator,Điều phối viên nghiên cứu lâm sàng,Coordonnateur de la recherche clinique,job title,10,category-test,Clinical Research Coordinator,1652175109649,,
profession-test,_doc,clinical_specialist,0.043408982,clinical_specialist,Clinical Specialist,Chuyên gia lâm sàng,Spécialiste clinique,job title,10,category-test,Clinical Specialist,1652175109649,,
profession-test,_doc,cloud_architect,0.043408982,cloud_architect,Cloud Architect,đám mây Kiến trúc sư,Architecte cloud,job title,10,category-test,Cloud Architect,1652175109649,,
profession-test,_doc,cloud_engineer,0.043408982,cloud_engineer,Cloud Engineer,đám mây Engineer,Ingénieur cloud,job title,10,category-test,Cloud Engineer,1652175109649,,
profession-test,_doc,coach,0.043408982,coach,Coach,Huấn luyện viên,Entraîneur,job title,10,category-test,Coach,1652175109649,,
profession-test,_doc,operational_specialist,0.043408982,operational_specialist,Operational Specialist,Chuyên hoạt động,Spécialiste opérationnel,job title,10,category-test,Operational Specialist,1652175109649,,
profession-test,_doc,operations_analyst,0.043408982,operations_analyst,Operations Analyst,Chuyên viên phân tích hoạt động,Analyste des opérations,job title,10,category-test,Operations Analyst,1652175109649,,
profession-test,_doc,operations_assistant,0.043408982,operations_assistant,Operations Assistant,Trợ lý vận hành,Adjointe aux opérations,job title,10,category-test,Operations Assistant,1652175109649,,
profession-test,_doc,operations_associate,0.043408982,operations_associate,Operations Associate,Hoạt động liên kết,opérations associé,job title,10,category-test,Operations Associate,1652175109649,,
profession-test,_doc,operations_coordinator,0.043408982,operations_coordinator,Operations Coordinator,Điều phối các hoạt động,Coordinateur des opérations,job title,10,category-test,Operations Coordinator,1652175109649,,
profession-test,_doc,operations_manager,0.043408982,operations_manager,Operations Manager,Giám đốc vận hành,Directeur des opérations,job title,10,category-test,Operations Manager,1652175109649,,
profession-test,_doc,operations_supervisor,0.043408982,operations_supervisor,Operations Supervisor,giám sát vận hành,superviseur des opérations,job title,10,category-test,Operations Supervisor,1652175109649,,
profession-test,_doc,operator,0.043408982,operator,Operator,Nhà điều hành,Opérateur,job title,10,category-test,Operator,1652175109649,,
profession-test,_doc,real_estate_analyst,0.043408982,real_estate_analyst,Real Estate Analyst,Chuyên viên phân tích bất động sản,Analyste immobilier,job title,10,category-test,Real Estate Analyst,1652175109649,,
profession-test,_doc,receptionist,0.043408982,receptionist,Receptionist,Lễ tân,Réceptionniste,job title,10,category-test,Receptionist,1652175109649,,
profession-test,_doc,recruiter,0.043408982,recruiter,Recruiter,Nhà tuyển dụng,Recruteur,job title,10,category-test,Recruiter,1652175109649,,
profession-test,_doc,recruitment_coordinator,0.043408982,recruitment_coordinator,Recruitment Coordinator,điều phối viên tuyển dụng,Coordinateur de recrutement,job title,10,category-test,Recruitment Coordinator,1652175109649,,
profession-test,_doc,recruitment_specialist,0.043408982,recruitment_specialist,Recruitment Specialist,Chuyên gia tuyển dụng,Spécialiste du recrutement,job title,10,category-test,Recruitment Specialist,1652175109649,,
profession-test,_doc,regional_sales_director,0.043408982,regional_sales_director,Regional Sales Director,giám đốc kinh doanh khu vực,Directeur régional des ventes,job title,10,category-test,Regional Sales Director,1652175194651,,
profession-test,_doc,regional_sales_manager,0.043408982,regional_sales_manager,Regional Sales Manager,Trưởng phòng kinh doanh khu vực,Directeur régional des ventes,job title,10,category-test,Regional Sales Manager,1652175194651,,
profession-test,_doc,registered_nurse,0.043408982,registered_nurse,Registered Nurse,Y tá đã đăng ký,infirmière autorisée,job title,10,category-test,Registered Nurse,1652175194651,,
profession-test,_doc,relationship_manager,0.043408982,relationship_manager,Relationship Manager,Quản lý Quan hệ,Gestionnaire de relation,job title,10,category-test,Relationship Manager,1652175194651,,
profession-test,_doc,hospitalist,0.043408982,hospitalist,Hospitalist,Hospitalist,hospitalist,job title,10,category-test,Hospitalist,1652175194651,,
profession-test,_doc,host,0.043408982,host,Host,Chủ nhà,Hôte,job title,10,category-test,Host,1652175194651,,
profession-test,_doc,housekeeper,0.043408982,housekeeper,Housekeeper,Người quản gia,Gouvernante,job title,10,category-test,Housekeeper,1652175194651,,
profession-test,_doc,human_resources_assistant,0.043408982,human_resources_assistant,Human Resources Assistant,Tài Trợ lý con người,Assistant Ressources Humaines,job title,10,category-test,Human Resources Assistant,1652175194651,,
profession-test,_doc,human_resources_business_partner,0.043408982,human_resources_business_partner,Human Resources Business Partner,Đối tác Kinh doanh Nguồn nhân lực,Partenaire des ressources humaines,job title,10,category-test,Human Resources Business Partner,1652175194651,,
profession-test,_doc,human_resources_coordinator,0.043408982,human_resources_coordinator,Human Resources Coordinator,Điều phối viên nguồn nhân lực,Coordonnateur des ressources humaines,job title,10,category-test,Human Resources Coordinator,1652175194651,,
profession-test,_doc,human_resources_director,0.043408982,human_resources_director,Human Resources Director,Giám đốc Nhân sự,Directeur des ressources humaines,job title,10,category-test,Human Resources Director,1652175194651,,
profession-test,_doc,human_resources_generalist,0.043408982,human_resources_generalist,Human Resources Generalist,Tài nguyên chung chung của con người,Généraliste en ressources humaines,job title,10,category-test,Human Resources Generalist,1652175194651,,
profession-test,_doc,human_resources_manager,0.043408982,human_resources_manager,Human Resources Manager,Quản lý nguồn nhân lực,Directeur des Ressources Humaines,job title,10,category-test,Human Resources Manager,1652175194651,,
profession-test,_doc,human_resources_specialist,0.043408982,human_resources_specialist,Human Resources Specialist,Chuyên gia Nhân sự,spécialiste des ressources humaines,job title,10,category-test,Human Resources Specialist,1652175194651,,
profession-test,_doc,industrial_engineer,0.043408982,industrial_engineer,Industrial Engineer,Kỹ sư công nghiệp,Ingénieur industriel,job title,10,category-test,Industrial Engineer,1652175194651,,
profession-test,_doc,information_security_analyst,0.043408982,information_security_analyst,Information Security Analyst,Chuyên viên phân tích bảo mật thông tin,Analyste sécurité de l'information,job title,10,category-test,Information Security Analyst,1652175194651,,
profession-test,_doc,information_technology_analyst,0.043408982,information_technology_analyst,Information Technology Analyst,Chuyên viên phân tích Công nghệ thông tin,Analyste de l'information de la technologie,job title,10,category-test,Information Technology Analyst,1652175194651,,
profession-test,_doc,information_technology_business_analyst,0.043408982,information_technology_business_analyst,Information Technology Business Analyst,Chuyên viên phân tích Công nghệ thông tin Kinh doanh,Technologie de l'information Analyste d'affaires,job title,10,category-test,Information Technology Business Analyst,1652175194651,,
profession-test,_doc,information_technology_manager,0.043408982,information_technology_manager,Information Technology Manager,Giám đốc Công nghệ thông tin,Manager en technologies de l'information,job title,10,category-test,Information Technology Manager,1652175194651,,
